what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323796937
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323797062
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323807531
closed,editor,org.eclipse.wst.html.ui,1.0.302.v200810291731,org.eclipse.wst.html.core.htmlsource.source,1457323812546
closed,editor,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser.editor,1457323812593
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.closeAll,1457323812640
started,bundle,org.eclipse.wst.common.project.facet.ui,1.3.2.v200809022055,org.eclipse.wst.common.project.facet.ui,1457323819859
started,bundle,org.eclipse.wst.web.ui,1.1.201.v200811240900,org.eclipse.wst.web.ui,1457323819859
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323820406
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323829812
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323835078
started,bundle,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.ui,1457323837578
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323849265
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.newWizard,1457323849296
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.103.v200810081720,org.eclipse.wst.jsdt.web.support.jsp,1457323849453
opened,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1457323850109
activated,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1457323850218
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323862046
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323862781
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323862890
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323863859
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1457323880296
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323881593
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457323882609
opened,editor,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser.editor,1457323882953
